기지국명,NE_ID,VLAN_ID,IP,GW,RS_IP,DU TYPE,CH_0,CH_1,CH_2
SL_M순천가곡C1,41006,1152,10.110.37.216,10.110.37.193,10.113.228.8,DU30A,850M,2.6G,2.1G
SL_M순천가곡D0,41007,1152,10.110.37.224,10.110.37.193,10.113.228.8,DU30A,850M,2.6G,
SL_W순천남내A0,41009,1154,10.110.38.80,10.110.38.65,10.113.228.8,DU25,850M,2.6G,2.1G
SL_W순천한국병원A0,41010,1181,10.110.45.16,10.110.45.1,10.113.228.8,DU25,850M,2.6G,2.1G
SL_W순천한국병원A1,41011,1181,10.110.45.24,10.110.45.1,10.113.228.8,DU25,850M,2.6G,2.1G
SL_W순천남정A0,41012,1157,10.110.39.16,10.110.39.1,10.113.228.8,DU25,850M,2.6G,
SL_W순천남정A1,41013,1157,10.110.39.24,10.110.39.1,10.113.228.8,DU25,850M,2.6G,
SL_W순천남정A2,41014,1157,10.110.39.32,10.110.39.1,10.113.228.8,DU25,850M,2.6G,
SL_W순천왕지A1,41015,1182,10.110.45.88,10.110.45.65,10.113.228.8,DU25,850M,2.6G,2.1G
SL_W순천왕지A0,41016,1182,10.110.45.96,10.110.45.65,10.113.228.8,DU25,850M,2.6G,
SL_W순천왕지A2,41017,1182,10.110.45.104,10.110.45.65,10.113.228.8,DU25,850M,2.6G,
SL_M순천해룡대안RC1,41018,2074,33.6.168.72,33.6.168.65,10.113.228.8,DU30A,850M,2.6G,2.1G
SL_M순천해룡대안RD0,41019,2074,33.6.168.80,33.6.168.65,10.113.228.8,DU30A,850M,2.6G,2.1G
SL_W순천뉴코아A0,41022,1161,10.110.40.16,10.110.40.1,10.113.228.8,DU25,850M,2.6G,2.1G
SL_W순천뉴코아A1,41023,1161,10.110.40.24,10.110.40.1,10.113.228.8,DU25,850M,2.6G,
SL_W순천동명초A0,41024,1183,10.110.45.152,10.110.45.129,10.113.228.8,DU25,850M,2.6G,2.1G
SL_W순천동명초A1,41025,1183,10.110.45.160,10.110.45.129,10.113.228.8,DU25,850M,2.6G,2.1G
SL_W순천동명초B0,41026,1183,10.110.45.168,10.110.45.129,10.113.228.8,DU25,850M,2.6G,2.1G
SL_W순천옥천RA0,41027,2069,33.6.167.8,33.6.167.1,10.113.228.8,DU25,850M,2.6G,
SL_W순천명지원A0,41031,1184,10.110.45.208,10.110.45.193,10.113.228.8,DU25,850M,2.6G,2.1G
SL_W순천명지원A1,41032,1184,10.110.45.216,10.110.45.193,10.113.228.8,DU25,850M,2.6G,
SL_W순천명지원B0,41033,1364,10.110.90.208,10.110.90.193,10.113.228.8,DU25,850M,2.6G,2.1G
SL_W순천풍덕A0,41034,1186,10.110.46.88,10.110.46.65,10.113.228.8,DU25,850M,2.6G,2.1G
SL_W순천풍덕B0,41035,1186,10.110.46.96,10.110.46.65,10.113.228.8,DU25,850M,2.6G,2.1G
SL_W순천정원박람회A0,41036,1365,10.110.91.16,10.110.91.1,10.113.228.8,DU25,850M,2.6G,2.1G
SL_W순천해룡상삼RA0,41037,2075,33.6.168.136,33.6.168.129,10.113.228.8,DU25,850M,2.6G,2.1G
SL_W순천해룡상삼RA1,41038,2075,33.6.168.144,33.6.168.129,10.113.228.8,DU25,850M,2.6G,2.1G
SL_W목포대양RA0,2,2286,33.6.121.72,33.6.121.65,10.113.222.8,DU25,850M,2.6G,
SLR_W목포대양RB0,3,2286,33.6.121.80,33.6.121.65,10.113.222.8,DU25,850M,2.6G,2.1G
SL_W목포대양A1,4,2286,33.6.121.88,33.6.121.65,10.113.222.8,DU25,850M,2.6G,2.1G
SL_W목포산정북항A0,25176,1129,10.111.32.16,10.111.32.1,10.113.222.8,DU25,850M,2.6G,
SL_W목포산정북항A1,25177,1129,10.111.32.24,10.111.32.1,10.113.222.8,DU25,850M,2.6G,2.1G
SL_W목포삽진공단A0,7,1131,10.111.32.144,10.111.32.129,10.113.222.8,DU25,850M,2.6G,2.1G
SL_W목포상동현대A0,8,1134,10.111.33.80,10.111.33.65,10.113.222.8,DU25,850M,2.6G,2.1G
SL_M목포중앙병원C0,18,1135,10.111.33.152,10.111.33.129,10.113.222.8,DU30A,850M,2.6G,2.1G
SL_M목포중앙병원C1,19,2287,33.6.121.136,33.6.121.129,10.113.222.8,DU30A,850M,2.6G,2.1G
SLR_W목포하당KTA0,20,1341,10.111.85.16,10.111.85.1,10.113.222.8,DU25,850M,2.6G,2.1G
SL_W목포하당평화A0,22,1136,10.111.33.208,10.111.33.193,10.113.222.8,DU25,850M,2.6G,2.1G
SL_W목포하당평화A1,23,1136,10.111.33.216,10.111.33.193,10.113.222.8,DU25,850M,2.6G,
SLB_W목포산정뱅크A0,25,1132,10.111.32.232,10.111.32.193,10.113.222.8,DU25,850M,2.6G,
SLB_W목포산정뱅크A1,26,1132,10.111.32.240,10.111.32.193,10.113.222.8,DU25,850M,2.6G,
SLB_W목포산정뱅크A2,27,1132,10.111.32.234,10.111.32.193,10.113.222.8,DU25,850M,2.6G,2.1G
SLB_W목포산정뱅크A3,29,1392,10.111.97.208,10.111.97.193,10.113.222.8,DU25,850M,2.6G,
SLB_W목포산정뱅크A4,30,1392,10.111.97.216,10.111.97.193,10.113.222.8,DU25,850M,2.6G,
SLB_W목포산정뱅크A5,32,1392,10.111.97.232,10.111.97.193,10.113.222.8,DU25,850M,2.6G,
SLB_W목포용당뱅크A0,33,1339,10.111.84.160,10.111.84.129,10.113.222.8,DU25,850M,2.6G,
SLB_W목포용당뱅크A1,35,1339,10.111.84.176,10.111.84.129,10.113.222.8,DU25,850M,2.6G,2.1G
SLB_W목포용당뱅크A2,36,1349,10.111.87.32,10.111.87.1,10.113.222.8,DU25,850M,2.6G,
SLB_W목포용당뱅크A3,37,1349,10.111.87.40,10.111.87.1,10.113.222.8,DU25,850M,2.6G,2.1G
SLB_W목포용당뱅크A4,38,1349,10.111.87.48,10.111.87.1,10.113.222.8,DU25,850M,2.6G,
SLB_W목포용당뱅크A5,40,1394,10.111.98.80,10.111.98.65,10.113.222.8,DU25,850M,2.6G,2.1G
SLB_W목포용당뱅크A6,42,1394,10.111.98.96,10.111.98.65,10.113.222.8,DU25,850M,2.6G,
SLB_W목포하당뱅크A0,43,1340,10.111.84.208,10.111.84.193,10.113.222.8,DU25,850M,2.6G,2.1G
SLB_W목포하당뱅크A1,45,1350,10.111.87.88,10.111.87.65,10.113.222.8,DU25,850M,2.6G,
SLB_W목포하당뱅크A2,46,1350,10.111.87.96,10.111.87.65,10.113.222.8,DU25,850M,2.6G,2.1G
SLB_W목포하당뱅크A3,47,1350,10.111.87.104,10.111.87.65,10.113.222.8,DU25,850M,2.6G,
SLB_W목포해안뱅크A0,48,1133,10.111.33.42,10.111.33.1,10.113.222.8,DU25,850M,2.6G,2.1G
SLB_W목포해안뱅크A1,49,1133,10.111.33.50,10.111.33.1,10.113.222.8,DU25,850M,2.6G,2.1G
SLB_W목포해안뱅크A2,50,1133,10.111.33.44,10.111.33.1,10.113.222.8,DU25,850M,2.6G,2.1G
SLB_W목포해안뱅크A3,51,1133,10.111.33.52,10.111.33.1,10.113.222.8,DU25,850M,2.6G,
SLB_W목포해안뱅크A4,52,1395,10.111.98.136,10.111.98.129,10.113.222.8,DU25,850M,2.6G,2.1G
SLB_W목포해안뱅크A5,53,1395,10.111.98.144,10.111.98.129,10.113.222.8,DU25,850M,2.6G,
SLB_W목포해안뱅크A6,54,1395,10.111.98.152,10.111.98.129,10.113.222.8,DU25,850M,2.6G,
SL_M무안목포대RB0,58,2224,33.6.105.200,33.6.105.193,10.113.223.18,DU30A,850M,2.6G,2.1G
SL_M무안목포대RB1,59,2224,33.6.105.208,33.6.105.193,10.113.223.18,DU30A,850M,2.6G,2.1G
SLR_W무안임성RA0,68,2225,33.6.106.8,33.6.106.1,10.113.223.18,DU25,850M,2.6G,
SLN_W무안임성RB0,69,2225,33.6.106.16,33.6.106.1,10.113.223.18,DU25,850M,2.6G,
SLR_W광양제철1B0,41662,1120,10.110.29.208,10.110.29.193,10.113.223.28,DU25,850M,2.6G,
SLR_W광양제철2C0,41663,1121,10.110.30.16,10.110.30.1,10.113.223.28,DU25,850M,2.6G,
SLR_W광양금호A0,41664,1119,10.110.29.144,10.110.29.129,10.113.223.28,DU25,850M,2.6G,
SL_M광양덕례RD0,41665,2289,33.6.72.16,33.6.72.1,10.113.223.28,DU30A,850M,2.6G,2.1G
SL_M광양덕례RD1,41666,2289,33.6.72.24,33.6.72.1,10.113.223.28,DU30A,850M,2.6G,2.1G
SL_M광양옥곡원월RD0,41667,2290,33.6.72.80,33.6.72.65,10.113.223.28,DU30A,850M,2.6G,
SLR_W광양죽림RA0,41669,2291,33.6.72.136,33.6.72.129,10.113.223.28,DU25,850M,2.6G,
SL_M광양죽림RC1,41670,2291,33.6.72.144,33.6.72.129,10.113.223.28,DU30A,850M,2.6G,
SLR_W광양중동A0,41671,1116,10.110.28.208,10.110.28.193,10.113.223.28,DU25,850M,2.6G,
SL_W광양중동B0,41672,1116,10.110.28.216,10.110.28.193,10.113.223.28,DU25,850M,2.6G,2.1G
SL_W광양중동B1,41673,1116,10.110.28.224,10.110.28.193,10.113.223.28,DU25,850M,2.6G,2.1G
SL_W광양중동호반A0,41674,1117,10.110.29.16,10.110.29.1,10.113.223.28,DU25,850M,2.6G,2.1G
SL_W광양중동호반A1,41675,1117,10.110.29.24,10.110.29.1,10.113.223.28,DU25,850M,2.6G,
SL_W광양중동호반A2,41676,1117,10.110.29.32,10.110.29.1,10.113.223.28,DU25,850M,2.6G,
SL_W광양중마터널A0,41677,1118,10.110.29.80,10.110.29.65,10.113.223.28,DU25,850M,2.6G,2.1G
SL_W광양중마터널A1,41678,1118,10.110.29.88,10.110.29.65,10.113.223.28,DU25,850M,2.6G,
SL_W광양중마터널A2,41679,1118,10.110.29.96,10.110.29.65,10.113.223.28,DU25,850M,2.6G,
SLR_W광양태인A0,41682,1126,10.110.31.80,10.110.31.65,10.113.223.28,DU25,850M,2.6G,
SL_W광양태인B0,41683,1126,10.110.31.88,10.110.31.65,10.113.223.28,DU25,850M,2.6G,
SLB_W광양금호뱅크B0,41686,1369,10.110.92.32,10.110.92.1,10.113.223.28,DU25,850M,2.6G,
SLB_W광양금호뱅크B1,41687,1369,10.110.92.40,10.110.92.1,10.113.223.28,DU25,850M,2.6G,2.1G
SLB_W광양금호뱅크B2,41688,1369,10.110.92.48,10.110.92.1,10.113.223.28,DU25,850M,2.6G,
SLB_W광양제철1A0,41690,1373,10.110.93.32,10.110.93.1,10.113.223.28,DU25,850M,2.6G,
SLB_W광양제철1A1,41691,1373,10.110.93.40,10.110.93.1,10.113.223.28,DU25,850M,2.6G,
SLB_W광양제철1A2,41693,1377,10.110.94.24,10.110.94.1,10.113.223.28,DU25,850M,2.6G,
SLB_W광양제철1A3,41694,1377,10.110.94.32,10.110.94.1,10.113.223.28,DU25,850M,2.6G,
SLB_W광양제철1A4,41696,1377,10.110.94.48,10.110.94.1,10.113.223.28,DU25,850M,2.6G,
SLB_O광양칠성RA0,41697,2017,33.6.154.8,33.6.154.1,10.113.223.28,DU15,850M,,2.1G
SLR_W여수낙포A0,41500,1178,10.110.44.80,10.110.44.65,10.113.228.8,DU25,850M,2.6G,
SLR_W여수상암A0,41501,1176,10.110.43.208,10.110.43.193,10.113.228.8,DU25,850M,2.6G,
SL_W여수상암B0,41502,1176,10.110.43.216,10.110.43.193,10.113.228.8,DU25,850M,2.6G,
SL_W여수엘지화학RA0,41505,2238,33.6.59.72,33.6.59.65,10.113.228.8,DU25,850M,2.6G,2.1G
SL_W여수엘지화학RA1,41506,2238,33.6.59.80,33.6.59.65,10.113.228.8,DU25,850M,2.6G,
SL_W여수엘지화학RA2,41507,2238,33.6.59.88,33.6.59.65,10.113.228.8,DU25,850M,2.6G,
SL_W여수적량A0,41508,1209,10.110.52.16,10.110.52.1,10.113.228.8,DU25,850M,2.6G,
SL_W여수적량A1,41509,1209,10.110.52.24,10.110.52.1,10.113.228.8,DU25,850M,2.6G,2.1G
SL_W여수적량A2,41510,1209,10.110.52.32,10.110.52.1,10.113.228.8,DU25,850M,2.6G,
SL_W여수LG화학NCCA0,41514,1212,10.110.52.208,10.110.52.193,10.113.223.28,DU25,850M,2.6G,2.1G
SL_W여수LG화학NCCA1,41515,1212,10.110.52.216,10.110.52.193,10.113.223.28,DU25,850M,2.6G,2.1G
SL_M여수중흥삼거리C0,41417,1366,10.110.91.80,10.110.91.65,10.113.228.8,DU30A,850M,2.6G,2.1G
SL_W여수소호B0,41418,1201,10.110.50.16,10.110.50.1,10.113.228.8,DU25,850M,2.6G,2.1G
SLR_W여수소호A0,41419,1201,10.110.50.24,10.110.50.1,10.113.228.8,DU25,850M,2.6G,
SL_W여수소호B1,41421,1201,10.110.50.40,10.110.50.1,10.113.228.8,DU25,850M,2.6G,
SLR_W여수안산RA0,41422,2230,33.6.57.72,33.6.57.65,10.113.228.8,DU25,850M,2.6G,2.1G
SLR_W여수KT여천A0,41425,1344,10.110.85.208,10.110.85.193,10.113.228.8,DU25,850M,2.6G,2.1G
SL_W여수KT여천B0,41426,1344,10.110.85.216,10.110.85.193,10.113.228.8,DU25,850M,2.6G,2.1G
SL_W여수화장RC1,41427,2217,33.6.54.32,33.6.54.1,10.113.228.8,DU25,850M,2.6G,
SL_W여수화장RC0,41428,2217,33.6.54.24,33.6.54.1,10.113.228.8,DU25,850M,2.6G,2.1G
SL_W여수화장RB0,41429,2217,33.6.54.16,33.6.54.1,10.113.228.8,DU25,850M,2.6G,2.1G
SLR_W여수화장RA0,41430,2217,33.6.54.8,33.6.54.1,10.113.228.8,DU25,850M,2.6G,
SLB_W여수학동국사A0,41431,1336,10.110.83.224,10.110.83.193,10.113.223.28,DU25,850M,2.6G,2.1G
SLB_W여수학동국사A1,41434,1336,10.110.83.234,10.110.83.193,10.113.223.28,DU25,850M,2.6G,
SLB_W여수학동국사A2,41435,1336,10.110.83.242,10.110.83.193,10.113.223.28,DU25,850M,2.6G,2.1G
SLB_W여수학동국사A3,41436,1336,10.110.83.236,10.110.83.193,10.113.223.28,DU25,850M,2.6G,
SLB_W여수학동국사A4,41438,1346,10.110.86.104,10.110.86.65,10.113.223.28,DU25,850M,2.6G,
SLB_W여수학동국사A5,41439,1346,10.110.86.112,10.110.86.65,10.113.223.28,DU25,850M,2.6G,
SLB_W여수학동국사A6,41441,1346,10.110.86.114,10.110.86.65,10.113.223.28,DU25,850M,2.6G,
SLR_W여수문수부영A0,41444,1198,10.110.49.80,10.110.49.65,10.113.228.8,DU25,850M,2.6G,
SLB_W여수여서국사A0,41445,1199,10.110.49.174,10.110.49.129,10.113.223.28,DU25,850M,2.6G,2.1G
SLB_W여수여서국사A1,41446,1199,10.110.49.180,10.110.49.129,10.113.223.28,DU25,850M,2.6G,2.1G
SLB_W여수여서국사A2,41447,1367,10.110.91.154,10.110.91.129,10.113.223.28,DU25,850M,2.6G,2.1G
SLB_W여수여서국사B0,41448,1199,10.110.49.176,10.110.49.129,10.113.223.28,DU25,850M,2.6G,
SLB_W여수여서국사B2,41451,1199,10.110.49.172,10.110.49.129,10.113.223.28,DU25,850M,2.6G,
SLB_W여수여서국사B3,41452,1367,10.110.91.144,10.110.91.129,10.113.223.28,DU25,850M,2.6G,2.1G
SLB_W여수여서국사B4,41455,1367,10.110.91.160,10.110.91.129,10.113.223.28,DU25,850M,2.6G,2.1G
SL_M여수덕양RB0,41457,2216,33.6.53.208,33.6.53.193,10.113.228.8,DU30A,850M,2.6G,2.1G
SLR_W여수만흥A0,41458,1177,10.110.44.16,10.110.44.1,10.113.228.8,DU25,850M,2.6G,
SL_W여수만흥B0,41459,1177,10.110.44.24,10.110.44.1,10.113.228.8,DU25,850M,2.6G,2.1G
SLR_W여수여천A0,41461,1210,10.110.52.80,10.110.52.65,10.113.228.8,DU25,850M,2.6G,
SL_W여수여천RB0,41462,2241,33.6.60.8,33.6.60.1,10.113.228.8,DU25,850M,2.6G,2.1G
SL_W여수전남대A0,41464,1179,10.110.44.144,10.110.44.129,10.113.223.28,DU25,850M,2.6G,2.1G
SL_W여수전남대A1,41465,1179,10.110.44.152,10.110.44.129,10.113.223.28,DU25,850M,2.6G,
SL_W여수관문우체국A0,41469,1175,10.110.43.144,10.110.43.129,10.113.228.8,DU25,850M,2.6G,
SL_W여수관문우체국A1,41470,1175,10.110.43.152,10.110.43.129,10.113.228.8,DU25,850M,2.6G,2.1G
SL_W여수중앙로터리A0,41471,1173,10.110.43.16,10.110.43.1,10.113.228.8,DU25,850M,2.6G,2.1G
SLB_W여수서교뱅크A0,41472,1335,10.110.83.176,10.110.83.129,10.113.223.28,DU25,850M,2.6G,
SLB_W여수서교뱅크A1,41475,1368,10.110.91.216,10.110.91.193,10.113.223.28,DU25,850M,2.6G,2.1G
SLB_W여수서교뱅크A2,41476,1368,10.110.91.224,10.110.91.193,10.113.223.28,DU25,850M,2.6G,2.1G
SLB_W여수서교뱅크A3,41477,1368,10.110.91.232,10.110.91.193,10.113.223.28,DU25,850M,2.6G,
SLB_W여수공화국사A0,41479,1351,10.110.87.152,10.110.87.129,10.113.223.28,DU25,850M,2.6G,
SLB_W여수공화국사A1,41480,1351,10.110.87.160,10.110.87.129,10.113.223.28,DU25,850M,2.6G,
SLB_W여수공화국사A2,41481,1351,10.110.87.168,10.110.87.129,10.113.223.28,DU25,850M,2.6G,2.1G
SLB_W여수공화국사A3,41482,1351,10.110.87.176,10.110.87.129,10.113.223.28,DU25,850M,2.6G,2.1G
SLB_W여수공화국사A4,41483,1352,10.110.87.216,10.110.87.193,10.113.223.28,DU25,850M,2.6G,
SLB_W여수공화국사A6,41486,1352,10.110.87.240,10.110.87.193,10.113.223.28,DU25,850M,2.6G,
SLR_W여수우두RA0,41487,2221,33.6.55.24,33.6.55.1,10.113.228.8,DU25,850M,2.6G,2.1G
SL_W여수우두RB0,41488,2221,33.6.55.32,33.6.55.1,10.113.228.8,DU25,850M,2.6G,
SLB_W여수서교뱅크A4,41489,1335,10.110.83.172,10.110.83.129,10.113.223.28,DU25,850M,2.6G,
SLB_W여수서교뱅크A5,41490,1335,10.110.83.180,10.110.83.129,10.113.223.28,DU25,850M,2.6G,
SLB_W여수서교뱅크A6,41491,1335,10.110.83.174,10.110.83.129,10.113.223.28,DU25,850M,2.6G,
SLB_W여수서교뱅크B0,41493,1368,10.110.91.242,10.110.91.193,10.113.223.28,DU25,850M,2.6G,2.1G
SL_O나주봉황유곡RA1,699,2168,33.6.41.208,33.6.41.193,10.113.99.118,DU15,850M,,
SLR_O나주남평우산RA0,955,2166,33.6.41.72,33.6.41.65,10.113.99.118,DU15,850M,2.6G,
SLN_OA나주오룡RA0,478,2174,33.6.43.72,33.6.43.65,10.113.99.118,DU15,850M,850M,
SLN_O나주문평국동RA0,481,2173,33.6.43.8,33.6.43.1,10.113.99.118,DU15,850M,,
SL_M나주문평옥당RA1,810,2167,33.6.41.136,33.6.41.129,10.113.99.118,DU30A,850M,2.6G,
SL_M나주문평옥당RA0,477,2167,33.6.41.144,33.6.41.129,10.113.99.118,DU30A,850M,2.6G,
SL_M나주문평옥당RB0,474,2167,33.6.41.152,33.6.41.129,10.113.99.118,DU30A,850M,,
SLN_OA나주오봉RA0,480,2176,33.6.43.200,33.6.43.193,10.113.99.118,DU15,850M,850M,
SLR_W나주촌곡RA0,484,2160,33.6.39.200,33.6.39.193,10.113.99.118,DU25,850M,850M,
SLB_W익산모현뱅크A0,8767,1552,10.111.137.232,10.111.137.193,10.113.224.8,DU25,850M,2.6G,2.1G
SLB_W익산모현뱅크A1,8768,1552,10.111.137.240,10.111.137.193,10.113.224.8,DU25,850M,2.6G,2.1G
SLB_W익산모현뱅크A2,8769,1552,10.111.137.234,10.111.137.193,10.113.224.8,DU25,850M,2.6G,2.1G
SLB_W익산모현뱅크A3,8771,2025,33.6.6.8,33.6.6.1,10.113.224.8,DU25,850M,2.6G,2.1G
SLB_W익산모현뱅크B0,8772,1552,10.111.137.244,10.111.137.193,10.113.224.8,DU25,850M,2.6G,2.1G
SLB_W익산모현뱅크B1,8775,1552,10.111.137.230,10.111.137.193,10.113.224.8,DU25,850M,2.6G,
SL_M익산송학C0,8777,2002,33.6.0.80,33.6.0.65,10.113.224.8,DU30A,850M,2.6G,
SL_M익산송학C1,8778,2002,33.6.0.88,33.6.0.65,10.113.224.8,DU30A,850M,2.6G,2.1G
SL_M익산송학B1,8779,2002,33.6.0.72,33.6.0.65,10.113.224.8,DU30A,850M,2.6G,
SL_W광주일곡A1,33208,1020,10.110.4.224,10.110.4.193,10.113.227.8,DU25,850M,2.6G,2.1G
SL_W전주용복A1,50015,2282,33.6.70.72,33.6.70.65,10.113.229.8,DU25,850M,2.6G,
SL_W남원목공예A0,8842,2420,33.6.229.200,33.6.229.193,10.113.223.38,DU25,850M,2.6G,
SL_W남원부영5차A0,8843,1570,10.110.142.80,10.110.142.65,10.113.223.38,DU25,850M,2.6G,2.1G
SL_W남원부영5차A1,8844,2423,33.6.230.136,33.6.230.129,10.113.223.38,DU25,850M,2.6G,
SLR_W남원서남대A0,8845,1551,10.110.137.144,10.110.137.129,10.113.223.38,DU25,850M,2.6G,
SL_W남원서남대B0,8846,2132,33.6.182.200,33.6.182.193,10.113.223.38,DU25,850M,2.6G,2.1G
SLR_W남원소방서A0,8848,1568,10.110.141.208,10.110.141.193,10.113.223.38,DU25,850M,2.6G,
SL_W남원소방서B0,8849,2426,33.6.231.72,33.6.231.65,10.113.223.38,DU25,850M,2.6G,
SLB_W남원동충뱅크B0,8851,2137,33.6.184.8,33.6.184.8,10.113.223.38,DU25,850M,2.6G,2.1G
SLB_W남원동충뱅크B1,8852,1779,10.110.194.152,10.110.194.129,10.113.223.38,DU25,850M,2.6G,
SLB_W남원동충뱅크A0,8853,1779,10.110.194.160,10.110.194.129,10.113.223.38,DU25,850M,2.6G,
SLB_W남원동충뱅크A1,8854,1779,10.110.194.168,10.110.194.129,10.113.223.38,DU25,850M,2.6G,
SL_W김제명덕A0,8860,2083,33.6.20.136,33.6.20.129,10.113.223.38,DU25,850M,2.6G,
SL_W김제신풍A0,8861,1612,10.111.152.208,10.111.152.193,10.113.223.38,DU25,850M,2.6G,
SL_W김제신풍A1,8862,2038,33.6.9.72,33.6.9.65,10.113.223.38,DU25,850M,2.6G,
SL_W김제요촌동A0,8863,1599,10.111.149.144,10.111.149.129,10.113.223.38,DU25,850M,2.6G,
SL_W김제요촌동A1,8864,1599,10.111.149.152,10.111.149.129,10.113.223.38,DU25,850M,2.6G,
SL_W김제터미널A0,8865,1617,10.111.154.16,10.111.154.1,10.113.223.38,DU25,850M,2.6G,
SLB_W김제요촌뱅크A0,8866,1610,10.111.152.80,10.111.152.65,10.113.223.38,DU25,850M,2.6G,
SLB_W김제요촌뱅크A1,8867,2088,33.6.21.200,33.6.21.193,10.113.223.38,DU25,850M,2.6G,
SLB_W김제요촌뱅크A2,8868,1610,10.111.152.96,10.111.152.65,10.113.223.38,DU25,850M,2.6G,2.1G
SLB_W김제요촌뱅크A3,8870,2088,33.6.21.208,33.6.21.193,10.113.223.38,DU25,850M,2.6G,2.1G
SLB_W김제요촌뱅크A4,8871,1616,10.111.153.224,10.111.153.193,10.113.223.38,DU25,850M,2.6G,2.1G
SLB_W익산역전뱅크A0,8823,1542,10.111.135.88,10.111.135.65,10.113.224.8,DU25,850M,2.6G,
SLB_W익산역전뱅크A1,8825,1542,10.111.135.104,10.111.135.65,10.113.224.8,DU25,850M,2.6G,
SLB_W익산역전뱅크A2,8827,1642,10.111.160.96,10.111.160.65,10.113.224.8,DU25,850M,2.6G,2.1G
SLB_W익산역전뱅크A3,8828,2023,33.6.5.144,33.6.5.129,10.113.224.8,DU25,850M,2.6G,
SLB_W익산영등뱅크A2,8829,1548,10.111.136.232,10.111.136.193,10.113.224.8,DU25,850M,2.6G,
SLB_W익산영등뱅크A3,8831,1548,10.111.136.234,10.111.136.193,10.113.224.8,DU25,850M,2.6G,
SLB_W익산영등뱅크A4,8832,1548,10.111.136.242,10.111.136.193,10.113.224.8,DU25,850M,2.6G,2.1G
SLB_W익산영등뱅크A5,8833,1548,10.111.136.236,10.111.136.193,10.113.224.8,DU25,850M,2.6G,
SLB_W익산영등뱅크A0,8835,1548,10.111.136.238,10.111.136.193,10.113.224.8,DU25,850M,2.6G,
SLB_W익산영등뱅크A1,8836,2026,33.6.6.72,33.6.6.65,10.113.224.8,DU25,850M,2.6G,
SLR_W익산팔봉A0,8837,2016,33.6.3.208,33.6.3.193,10.113.224.8,DU25,850M,2.6G,2.1G
SL_W익산팔봉B0,8838,2016,33.6.3.200,33.6.3.193,10.113.224.8,DU25,850M,2.6G,
SL_W익산팔봉공단A0,8880,2020,33.6.4.208,33.6.4.193,10.113.224.8,DU25,850M,2.6G,2.1G
SL_W익산팔봉공단A1,8881,2020,33.6.4.200,33.6.4.193,10.113.224.8,DU25,850M,2.6G,
SLR_W익산임상A0,8882,2015,33.6.3.144,33.6.3.129,10.113.224.8,DU25,850M,2.6G,
SL_M목포전남도청RB0,70,2288,33.6.121.200,33.6.121.193,10.113.222.8,DU30A,850M,2.6G,2.1G
SL_M목포전남도청B1,71,1139,10.111.34.152,10.111.34.129,10.113.222.8,DU30A,850M,2.6G,2.1G
SL_M목포전남도청C0,72,1139,10.111.34.160,10.111.34.129,10.113.222.8,DU30A,850M,2.6G,2.1G
SL_M완주현대차C0,50132,2346,33.6.86.80,33.6.86.65,10.113.229.8,DU30A,850M,2.6G,
SL_M완주현대차C1,50133,2346,33.6.86.88,33.6.86.65,10.113.229.8,DU30A,850M,2.6G,
SLR_W군산내흥A0,8783,2405,33.6.226.8,33.6.226.1,10.113.224.8,DU25,850M,2.6G,2.1G
SLB_W광주중흥국사B3,16784,1034,10.110.8.112,10.110.8.65,10.113.225.8,DU25,850M,2.6G,2.1G
SLB_W광주대의뱅크A5,16786,1003,10.110.0.172,10.110.0.129,10.113.225.8,DU25,850M,2.6G,
SLB_W광주대의뱅크A6,16787,1058,10.110.14.88,10.110.14.65,10.113.225.8,DU25,850M,2.6G,2.1G
SL_M김제영상C1,8784,2027,33.6.6.144,33.6.6.129,10.113.223.38,DU30A,850M,2.6G,2.1G
SL_M광주산막RD1,33209,2198,33.6.49.96,33.6.49.65,10.113.227.8,DU30A,850M,2.6G,
SL_W광주평동산단B1,33210,1006,10.111.1.112,10.111.1.65,10.113.227.8,DU25,850M,2.6G,
SLB_W광주하남뱅크B4,33212,1052,10.111.12.234,10.111.12.193,10.113.227.8,DU25,850M,2.6G,
SLB_W화순화순읍RA0,80,2018,33.6.154.80,33.6.154.65,10.113.99.88,DU25,850M,2.6G,2.1G
SLB_W화순화순읍RA1,82,2018,33.6.154.88,33.6.154.65,10.113.99.88,DU25,850M,2.6G,2.1G
SLB_W화순화순읍RA3,87,2019,33.6.154.160,33.6.154.129,10.113.99.88,DU25,850M,2.6G,2.1G
SL_O장흥물축제B0,88,2280,33.6.119.200,33.6.119.193,10.113.222.8,DU15,850M,2.6G,
SL_W군산미룡B1,8785,2406,33.6.226.72,33.6.226.65,10.113.224.8,DU25,850M,2.6G,2.1G
SLR_O군산서포B0,8786,2156,33.6.188.200,33.6.188.193,10.113.224.8,DU15,850M,2.6G,
SLR_W함평학교RB0,24620,2182,33.6.45.72,33.6.45.65,10.113.223.18,DU25,850M,2.6G,
SL_M함평학교RC0,24621,2182,33.6.45.80,33.6.45.65,10.113.223.18,DU30A,850M,2.6G,
SL_O군산호원대A0,8905,2349,33.6.87.8,33.6.87.1,10.113.224.8,DU15,850M,,2.1G
SL_M군산임피읍내B1,8906,2157,33.6.189.8,33.6.189.1,10.113.224.8,DU30A,850M,2.6G,
